case_id	suite	source_locator	source_object	declaration_kind	disposition	provisional_owner	reason	evidence_id
SVELTE-41994B14981280DDFACE	parser-legacy	packages/svelte/tests/parser-legacy/samples/script-comment-only/	6b86fb8515a80f94dbbfee20c9e3bd77dbc3b414	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-41994b14981280ddface:pass
SVELTE-960F936BC65A5375F320	parser-legacy	packages/svelte/tests/parser-legacy/samples/script-context-module-unquoted/	3e30a515756f861823ac2fcfc64a1989a60b2a3b	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-960f936bc65a5375f320:pass
SVELTE-2F9EDE9C0FE9F4880AA2	parser-legacy	packages/svelte/tests/parser-legacy/samples/script/	7b954f40c2a5ed6894c0b1142ff1cce3c3b59e1b	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-2f9ede9c0fe9f4880aa2:pass
SVELTE-794CF61A6BC3B60D4107	parser-legacy	packages/svelte/tests/parser-legacy/samples/self-closing-element/	8b32ece7baaa44b1c31209a27bb9d465787bbc88	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-794cf61a6bc3b60d4107:pass
SVELTE-25D809B22DAF86217416	parser-legacy	packages/svelte/tests/parser-legacy/samples/self-reference/	8c1ba2a4a974164026770ee26154413a7e665b05	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-25d809b22daf86217416:pass
SVELTE-C96FE9C69227FC26124D	parser-legacy	packages/svelte/tests/parser-legacy/samples/slotted-element/	4aba8c91528b8990d6d06a872d1a01e7d3a90012	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-c96fe9c69227fc26124d:pass
SVELTE-BDA3453C34528DA5044A	parser-legacy	packages/svelte/tests/parser-legacy/samples/space-between-mustaches/	c0f44ac3760959fe19913128069d07882b40d1e1	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-bda3453c34528da5044a:pass
SVELTE-143C82BDDC0EEB5A1F1B	parser-legacy	packages/svelte/tests/parser-legacy/samples/spread/	953e36754e6c577a7818b0c53dd02ab8e77f4f9c	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-143c82bddc0eeb5a1f1b:pass
SVELTE-099F7A87D510210ED0DF	parser-legacy	packages/svelte/tests/parser-legacy/samples/style-inside-head/	d79fa6b4038bf536f994b827fc913951603057bc	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-099f7a87d510210ed0df:pass
SVELTE-F0590101B1E5E3EA519D	parser-legacy	packages/svelte/tests/parser-legacy/samples/textarea-children/	2da2888543b7772ad38ceadaaf5d6aa3e6756cb6	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-f0590101b1e5e3ea519d:pass
SVELTE-B7C51EACCBA5CF5962E8	parser-legacy	packages/svelte/tests/parser-legacy/samples/textarea-end-tag/	660a557f132befba09c66c651a602491815b11a8	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-b7c51eaccba5cf5962e8:pass
SVELTE-97007637D3182E421291	parser-legacy	packages/svelte/tests/parser-legacy/samples/transition-intro-no-params/	f1d5525b04636648ec3b9b79c78bdb2184ba0311	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-97007637d3182e421291:pass
SVELTE-9FE6502E40D3C4D64A21	parser-legacy	packages/svelte/tests/parser-legacy/samples/transition-intro/	817b3b1a85db1ec7058a058c2d27917a47c9e423	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-9fe6502e40d3c4d64a21:pass
SVELTE-7A34C8977005A9EE577F	parser-legacy	packages/svelte/tests/parser-legacy/samples/unusual-identifier/	2825b779df31c5d0434f8608cdd7fd6c1803109f	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-7a34c8977005a9ee577f:pass
SVELTE-90DCA7EA182953338925	parser-legacy	packages/svelte/tests/parser-legacy/samples/whitespace-after-script-tag/	9da715e63cc9ecbf6fed390bca09c8c2f8325d96	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-90dca7ea182953338925:pass
SVELTE-947F5A49ACF91F9DE76C	parser-legacy	packages/svelte/tests/parser-legacy/samples/whitespace-after-style-tag/	44636bae3c10ae5b52a31ff35a832f9db4e8ffbd	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-947f5a49acf91f9de76c:pass
SVELTE-C317C3B86A496E37F862	parser-legacy	packages/svelte/tests/parser-legacy/samples/whitespace-leading-trailing/	b88e102ddb9bf307002266bc8c3ee2fbd0983583	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-c317c3b86a496e37f862:pass
SVELTE-670865A4B139C8A7688E	parser-legacy	packages/svelte/tests/parser-legacy/samples/whitespace-normal/	1c3492f2d52465cbd9e2da2ba2249309676f393a	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-670865a4b139c8a7688e:pass
SVELTE-91E458981CEADEE3DF7A	parser-modern	packages/svelte/tests/parser-modern/samples/attachments/	5bc442f7de534e220d0ff1322408227b9ff73352	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-91e458981ceadee3df7a:pass
SVELTE-A8F88AE63B0E4974EC2E	parser-modern	packages/svelte/tests/parser-modern/samples/comment-before-function-binding/	bf94f65644a2c288c7f50f7ca94b49aa41e2fe34	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-a8f88ae63b0e4974ec2e:pass
SVELTE-E792526A616F93DBE6D2	parser-modern	packages/svelte/tests/parser-modern/samples/comment-before-script/	cc3220cb7531ac6057e064001a21b25579d01acc	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-e792526a616f93dbe6d2:pass
SVELTE-7E8751F159E9DA485773	parser-modern	packages/svelte/tests/parser-modern/samples/comment-in-tag/	c569ee6c00a03ecedbf1786bcabdf21459ea26f3	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-7e8751f159e9da485773:pass
SVELTE-AE9405B3646114006F3B	parser-modern	packages/svelte/tests/parser-modern/samples/const-tag-parenthesized-init/	466a0e3c2795d038cf82f2cd00779dcc89724cba	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-ae9405b3646114006f3b:pass
SVELTE-E02C5AD1D1551DEA7C44	parser-modern	packages/svelte/tests/parser-modern/samples/css-nth-of-minified/	134659e3fc781dc95a22d4aaa09a08f4440c8997	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-e02c5ad1d1551dea7c44:pass
SVELTE-ED2DD7A86E4D9E723BFB	parser-modern	packages/svelte/tests/parser-modern/samples/css-nth-syntax/	0dce6bf38d98b90755531487f261b74618361a99	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-ed2dd7a86e4d9e723bfb:pass
SVELTE-CB8C9C3614417F2AF1E3	parser-modern	packages/svelte/tests/parser-modern/samples/css-pseudo-classes/	ccfedc59234573526cdbe83a22e08f86a0a36aec	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-cb8c9c3614417f2af1e3:pass
SVELTE-09B849A1D780FFBCDD40	parser-modern	packages/svelte/tests/parser-modern/samples/each-block-object-pattern-special-characters/	861ca9eb74a66242977c25ec28532918398d76fc	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-09b849a1d780ffbcdd40:pass
SVELTE-2C61531AE1EBC3EA4F72	parser-modern	packages/svelte/tests/parser-modern/samples/each-block-object-pattern/	1e1e8e68beec9e890140723ec4f7e1e007c9fd4e	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-2c61531ae1ebc3ea4f72:pass
SVELTE-C88B4A00A307EF87E838	parser-modern	packages/svelte/tests/parser-modern/samples/generic-snippets/	1c84beb0dd66c314281ce7fa00351ecceddf3445	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-c88b4a00a307ef87e838:pass
SVELTE-7ADEE49DF091A3E4A7D6	parser-modern	packages/svelte/tests/parser-modern/samples/if-block-else/	d10fe7aaab33e1cc25abd9a4f8738d2b61a22ff4	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-7adee49df091a3e4a7d6:pass
SVELTE-66261B1F6111B50AFCDB	parser-modern	packages/svelte/tests/parser-modern/samples/if-block-elseif/	269c73a2ea05fcc40fe3bb88d4da14cfd38275ec	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-66261b1f6111b50afcdb:pass
SVELTE-612B777DC1FC1E0CF19C	parser-modern	packages/svelte/tests/parser-modern/samples/if-block/	733031009228c3ed321c5de6abbc68dfc45a9e8f	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-612b777dc1fc1e0cf19c:pass
SVELTE-852C0624759A89B97A4D	parser-modern	packages/svelte/tests/parser-modern/samples/loose-declaration-tag/	b4b327d3a2c733317a6fadd8beb356a4200b4b38	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-852c0624759a89b97a4d:pass
SVELTE-7F5448BEA33B52B03874	parser-modern	packages/svelte/tests/parser-modern/samples/loose-invalid-block/	c06e7ae6625b9ab29e09319309a5f0d862e7b90b	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-7f5448bea33b52b03874:pass
SVELTE-F0D036AE02D1C48F5DB3	parser-modern	packages/svelte/tests/parser-modern/samples/loose-invalid-expression/	eee3e7cdc855f9bd0361056a844e134a97a5bbd9	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-f0d036ae02d1c48f5db3:pass
SVELTE-4394848E1F28CE04D32C	parser-modern	packages/svelte/tests/parser-modern/samples/loose-unclosed-open-tag/	f313722624475e6c1170f0895509757f1e86f29e	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-4394848e1f28ce04d32c:pass
SVELTE-BD38D4B4A1869D6FA630	parser-modern	packages/svelte/tests/parser-modern/samples/loose-unclosed-tag/	1e4eb59592d6b16083b2043c8129e4f332d13331	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-bd38d4b4a1869d6fa630:pass
SVELTE-302D2F4A7EF6CCF4FE1C	parser-modern	packages/svelte/tests/parser-modern/samples/loose-valid-each-as/	eec5a71f69514826397ef1696a9360cc833ab3d0	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-302d2f4a7ef6ccf4fe1c:pass
SVELTE-C6B0B5B104EBCC063E52	parser-modern	packages/svelte/tests/parser-modern/samples/options/	6e1c5f283fbbde1c7a64c401ecb2653865d9f388	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-c6b0b5b104ebcc063e52:pass
SVELTE-2D78F8276DF2223E31C2	parser-modern	packages/svelte/tests/parser-modern/samples/parens/	e30c72277c4e928a264dd35ff5cac4ffb66c48a4	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-2d78f8276df2223e31c2:pass
SVELTE-CB4370086413CA801955	parser-modern	packages/svelte/tests/parser-modern/samples/script-style-no-markup/	70f0dd86531ddcf667045146aa612a3c9e46d92e	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-cb4370086413ca801955:pass
SVELTE-BAFE48E1057D5E163062	parser-modern	packages/svelte/tests/parser-modern/samples/semicolon-inside-quotes/	16c0a6bbcc2b19b9ca04e3d267ae2cd8999dcbab	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-bafe48e1057d5e163062:pass
SVELTE-09AE687E089415080BDF	parser-modern	packages/svelte/tests/parser-modern/samples/snippets/	fc83f50ff92fac66ca10969d2e3d743100cd44a4	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-09ae687e089415080bdf:pass
SVELTE-E8926C4F3C9848E67B5D	parser-modern	packages/svelte/tests/parser-modern/samples/tag-type-identifier-probe-comment/	24a07d4a6ec182fc0413b1a788fb2be13a6a378d	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-e8926c4f3c9848e67b5d:pass
SVELTE-65D58D8A4E3A2A3F9F0A	parser-modern	packages/svelte/tests/parser-modern/samples/template-shadowroot/	eefd261b9aa17527ed58239501b82bdb2a420e97	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-65d58d8a4e3a2a3f9f0a:pass
SVELTE-11E5846E494003F9AD4D	parser-modern	packages/svelte/tests/parser-modern/samples/typescript-in-event-handler/	0dea329a63b73493b48fe068a7bdef83bdb3b7e1	sample-directory	blocked	B2/BS1	BF2 must execute/classify the sample and attach profile/product evidence.	B2-parse-facet-svelte.md#svelte-11e5846e494003f9ad4d:pass
SVELTE-89A3DDCF6382DCD301D5	preprocess	packages/svelte/tests/preprocess/samples/attributes-with-closing-tag/	1401e2941c94feb724dc48bd93da5aa7d49b5aa9	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-F1E974C576716EA777EA	preprocess	packages/svelte/tests/preprocess/samples/attributes-with-equals/	5df7dfe10899b8a8133a78f54404390e79cd24b6	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-341367AAFF4A309524BD	preprocess	packages/svelte/tests/preprocess/samples/comments/	28592219f8532b7bcc65601af9145202b0c8cb2c	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-EA7B5CD4261463FCD00A	preprocess	packages/svelte/tests/preprocess/samples/dependencies/	3754e843c054480e1062215feb2bb0035d698bd3	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-1BEF06152DDC7CA8F495	preprocess	packages/svelte/tests/preprocess/samples/empty-sourcemap/	56c12c86dfba459f91fa284f0407a38f3c0c5e15	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-5B06DDCA4DED38EB2EFF	preprocess	packages/svelte/tests/preprocess/samples/filename/	94cf1f3ff38fc1ca80dd9221b8e6adbb9195c2b3	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-4385C41FF3ED04F043E6	preprocess	packages/svelte/tests/preprocess/samples/ignores-null/	92c163b9c9a80c77fad6833309cf45c1618331cb	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-EF1446EE2653C9D0700F	preprocess	packages/svelte/tests/preprocess/samples/markup/	815cbe235f92e59eea81ff9c17a4178b8adf914a	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-81847C89B81DA7BE05DD	preprocess	packages/svelte/tests/preprocess/samples/multiple-preprocessors/	e5313a6372fe0f68b66e211eb97c5e51bb603e64	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-2AD308966047CD68CAA3	preprocess	packages/svelte/tests/preprocess/samples/partial-names/	090d81498fc048937d34625f08b3eb7150247a4a	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-919C0C772E1B58423EB7	preprocess	packages/svelte/tests/preprocess/samples/script-multiple/	f85f866ad7aa322f4c024ccfb128ad6df2bc3c58	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-CD242F756056ABFBC487	preprocess	packages/svelte/tests/preprocess/samples/script-self-closing/	caac15303c739a1d34f9b6a6d8c9dd1f6310664e	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-882A3F0983A0903E6E49	preprocess	packages/svelte/tests/preprocess/samples/script/	0c9895e09d6b1da607631d9d1f03d856749724e7	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-3C12D6163F2FF7AAEF6E	preprocess	packages/svelte/tests/preprocess/samples/style-async/	ebcbda0f82ddbcec015ea7fae5171f697631637f	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-121B31CD5B0EBF034759	preprocess	packages/svelte/tests/preprocess/samples/style-attributes-modified-longer/	67db4e53131c67acab44f2d0745cec12be726b5c	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-1BCD00B58D83BCFC4D7F	preprocess	packages/svelte/tests/preprocess/samples/style-attributes-modified/	8aba5fe7af234a6e2ed7726077ce7081a758a512	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-908A0780504F4885C85D	preprocess	packages/svelte/tests/preprocess/samples/style-attributes/	5bad9611679ba0f2e485d18fd3eca972a920d409	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-B7F0F0D565B1940F1BC4	preprocess	packages/svelte/tests/preprocess/samples/style-self-closing/	1fd95114dd7c5846c92b29fb366b43f4b44e053f	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-1C1EFA7B7C7421FF1E2D	preprocess	packages/svelte/tests/preprocess/samples/style/	c4dade24b25d2b5768a834a9888cd0887007e6ce	sample-directory	not_applicable	BF1	External preprocessor implementation is outside Verter's compiler product boundary.	-
SVELTE-9C57FBB1295CCA920B30	print	packages/svelte/tests/print/samples/animate-directive/	b91dc8dbe881e7079c703c03f913a06dd5efa168	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-5805F4A9214EB16FB089	print	packages/svelte/tests/print/samples/attach-tag/	1f066b8c14c8695451100fc2bf85c941bd45214e	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-D1F2704ABB2D8F3E021D	print	packages/svelte/tests/print/samples/attribute/	70e68ed165993a6a3762f8de2f6f4ebb5b1cb670	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-8D17EC339A2A308287F0	print	packages/svelte/tests/print/samples/await-block/	ae99f6b4e45b927c9fda9f15811fe26f924d441e	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-0D7950186A703E0D9AC7	print	packages/svelte/tests/print/samples/bind-directive/	ac8608cba9d7ed454fec98eda5da912abf228aa3	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-2D39ED7D5227D972E672	print	packages/svelte/tests/print/samples/block-element-separation/	1401117777db1b04f0381c15182e5bbd98648b67	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-060200E5762ABC47AFAD	print	packages/svelte/tests/print/samples/block/	ac0a5154eb457cb8ddb5a9be6d5fda5d955e49a0	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-A084C662691E939B0D7E	print	packages/svelte/tests/print/samples/class-directive/	fd2ce4ea969b6fe78bb74f4df7e78212302b6b4a	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-F407C05FDA09BB24A1DB	print	packages/svelte/tests/print/samples/comment-inside-attribute/	5a1663155410390a6ecbc621e452699cb068b3e4	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-3185F82C5049A962002C	print	packages/svelte/tests/print/samples/comment/	a8bf91c5cb4296a9056b08b46cbd51688e86e5f6	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-058086693F91BF392721	print	packages/svelte/tests/print/samples/component/	a861c4896bdc98946f0feb8cb34932205483b7f8	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-E4A9E124F6B2BAFF6D07	print	packages/svelte/tests/print/samples/const-tag/	c4ff2e0313ef09ab341564cfedd52dd1e7aa7ac6	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-04270B466945D08A2695	print	packages/svelte/tests/print/samples/css-escape-sequences/	06b923406c5eeac582e1a3d6897b2b63ebda40e1	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-D3CED51C64E4FE20F08E	print	packages/svelte/tests/print/samples/css-keyframes-percent/	7553a0bab8f90dba7ae22f414f1204524b6dbd47	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-5AEA0E94F0179D86EFE5	print	packages/svelte/tests/print/samples/css-namespaced-type-selector/	79f4031a027fbfa66b8d990d06caa183f9a21cb1	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-16C4CD7C853CFD84385D	print	packages/svelte/tests/print/samples/declaration-tag-division/	02380c8926e19724681f202ecc67c6e54f47467a	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-824064EA9F86CB423ECC	print	packages/svelte/tests/print/samples/declaration-tag/	90df09a1bb164ff4626871d723d04a4e37498f0e	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-1531A7E9CFAE8E58D5E2	print	packages/svelte/tests/print/samples/each-block/	e9cd1d48f6ccc929d5050ba9d9978761c752023a	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-34224552DFDB5F41A7D1	print	packages/svelte/tests/print/samples/element-content-wrapping/	64755f357592d7c23b75a5ed42d3c7bb31248695	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-B498A13D21790DF8BE09	print	packages/svelte/tests/print/samples/expression-tag/	9c76f0186aeb4be55928fcfc8b353af053ae30c6	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-0BF88872D65BD759CDA2	print	packages/svelte/tests/print/samples/formatting/	b62ce28672638a0749cf6cdcabff4db9222dd304	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-D1CE42E8A4A48C24D3B1	print	packages/svelte/tests/print/samples/html-document/	15cb457c209ac22e741a04d18c6d084c14278928	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-7C87DE4937C73E92B5F2	print	packages/svelte/tests/print/samples/html-tag/	1591efd9d0df47e80f12af564988ceaa1f408d7a	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-585AB5DF850DBD4EAF5D	print	packages/svelte/tests/print/samples/if-block/	e5d249a4ff74910561a517967de33b3bf1be7718	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-B71C35D34B6A96FF0EF5	print	packages/svelte/tests/print/samples/key-block/	268b62ce3559c0d20a4910099aa710bc5cf9156b	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-6A4DDAD2EB41446AF858	print	packages/svelte/tests/print/samples/let-directive/	13485ccfa29ba17c0a8992dbe8b68010703cc35d	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-828599B177831018AFE8	print	packages/svelte/tests/print/samples/on-directive/	4e03a4be3b9aba41221f4a08aa32c7a1edd8226d	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-863E89A2899607BF94C8	print	packages/svelte/tests/print/samples/preserve-whitespace-elements/	b7bdeab0c366e430079ae35d09678d29534b0c0a	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-5858D373C2505D18125A	print	packages/svelte/tests/print/samples/regular-element/	92b108e0315586f20188a6e513d455ff39a0cb33	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-CFF3FA4682BF396C04A7	print	packages/svelte/tests/print/samples/render-tag/	3daf8e3ef9453dddf3414cab79d2839ddd9a337e	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-35E3D32DA09EC5A5D753	print	packages/svelte/tests/print/samples/script/	4af1507a6765b3eb78ad8edbdb7542372ab6dc3b	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-C1DC3CE27B5D9A1E8C7D	print	packages/svelte/tests/print/samples/slot-element/	cb1c31aaab525b28d2a824818fa298aca063d7f9	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-08AE92C36A0268E95123	print	packages/svelte/tests/print/samples/snippet-block/	c5076d3a96e69a027001d28792dd9b6eee1b488d	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-FC7F5D64605594C8A069	print	packages/svelte/tests/print/samples/spread-attribute/	dfd2a8883da919bf3d3a5246e405a56b2fa411c2	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-81A8CC9307C56432BA94	print	packages/svelte/tests/print/samples/style-comments/	0e294acc2f0c8c052e0f3cec6f10c7413f50a8e6	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-87175D4614710704C48F	print	packages/svelte/tests/print/samples/style-directive/	a26899a1db182c8502996c881dd838d43c55a98c	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
SVELTE-C423F174B3F6A64A02AE	print	packages/svelte/tests/print/samples/style/	8c553079cbeb1327c81d8f7d087d48eeb6004763	sample-directory	not_applicable	BF1	Official AST printer product is outside Verter's compiler product boundary.	-
